nama,jurusan,nama_instansi,divisi,tanggal_mulai,tanggal_akhir,status_magang,jenjang,ipk/nilai,mata_kuliah/pelajaran,skill_teknis,sertifikasi,pengalaman_magang,pengalaman_organisasi,proyek_dikerjakan
Atma Laksita,Sistem Informasi,Universitas Komputer Indonesia,STATISTIK,1/5/2024,2/20/2024,Selesai,D3,"2,84","Jaringan, Pemrograman, Analisis Sistem, Rekayasa Perangkat Lunak, Basis Data","AutoCAD, Excel",-,Magang di Bank BJB,Himpunan Mahasiswa,Website Kampus
Jelita Rajasa,Teknik Informatika,Universitas Langlangbuana,STATISTIK,2/5/2024,3/24/2024,Selesai,D3,"3,42","Algoritma, Struktur Data, Basis Data, Pemrograman Web, Kecerdasan Buatan","AutoCAD, Excel",Adobe Certified,Magang di Telkom,Himpunan Mahasiswa,Video Animasi
Dian Latupono,IPS,SMAN 1 Majalaya,STATISTIK,2/1/2024,2/25/2024,Selesai,SMA,84,"Ekonomi, PPKn, Geografi, Bahasa Indonesia, Sosiologi","Adobe, UI/UX",Microsoft Office Specialist,-,-,Website Kampus
Nabila Widiastuti,RPL,SMAN 1 Majalaya,STATISTIK,1/17/2024,3/25/2024,Selesai,SMK,86,"Basis Data, Jaringan Komputer, Pemrograman, Sistem Operasi, Desain UI/UX","Python, SQL",Cisco CCNA,Magang di Diskominfo,Himpunan Mahasiswa,Website Kampus
Mumpuni Purnawati,Teknik Sipil,Institut Teknologi Nasional Bandung,STATISTIK,1/18/2024,3/23/2024,Selesai,D3,"3,77","Manajemen Konstruksi, Statika, Struktur Beton, Hidrologi, Mekanika Tanah","Python, SQL",Cisco CCNA,Magang di Telkom,BEM,-
Okta Dabukke,IPS,SMKN 2 Baleendah,STATISTIK,1/19/2024,3/19/2024,Selesai,SMA,86,"Ekonomi, PPKn, Sejarah, Bahasa Indonesia, Geografi","Excel, UI/UX",Adobe Certified,Magang di Telkom,Himpunan Mahasiswa,Penelitian Sosial
Hana Handayani,IPA,SMAN 1 Banjaran,STATISTIK,2/5/2024,3/18/2024,Selesai,SMA,91,"Biologi, Matematika, Bahasa Inggris, Fisika, Kimia","AutoCAD, Excel",Microsoft Office Specialist,Magang di Bank BJB,BEM,Penelitian Sosial
Emin Manullang,Teknik Sipil,Politeknik Piksi Ganesha Bandung,STATISTIK,1/4/2024,3/17/2024,Selesai,D3,"2,85","Struktur Beton, Mekanika Tanah, Manajemen Konstruksi, Hidrologi, Statika","Adobe, UI/UX",Microsoft Office Specialist,Magang di Bank BJB,BEM,Website Kampus
Ina Kurniawan,RPL,SMKN 2 Baleendah,STATISTIK,1/2/2024,3/17/2024,Selesai,SMK,75,"Basis Data, Sistem Operasi, Jaringan Komputer, Desain UI/UX, Pemrograman","Python, SQL",-,Magang di Telkom,OSIS,-
Lanjar Kuswoyo,Teknik Informatika,Universitas Langlangbuana,STATISTIK,1/5/2024,3/20/2024,Selesai,D3,"2,87","Basis Data, Struktur Data, Kecerdasan Buatan, Jaringan Komputer, Algoritma","Adobe, UI/UX",Adobe Certified,Magang di Bank BJB,-,Penelitian Sosial
Jaya Zulkarnain,RPL,SMKN 1 Katapang,TIK,4/18/2024,6/13/2024,Selesai,SMK,92,"Sistem Operasi, Jaringan Komputer, PBO, Desain UI/UX, Pemrograman","Python, SQL",-,Magang di Diskominfo,BEM,Penelitian Sosial
Bella Tarihoran,Multimedia,SMAN 1 Ciparay,TIK,5/5/2024,6/20/2024,Selesai,SMK,76,"Desain 3D, UI/UX, Desain Grafis, Fotografi, Editing Video","Excel, UI/UX",-,Magang di Diskominfo,Himpunan Mahasiswa,Aplikasi Mobile
Rahayu Nainggolan,Teknik Informatika,Universitas Langlangbuana,TIK,4/18/2024,6/13/2024,Selesai,D3,"2,96","Algoritma, Basis Data, Jaringan Komputer, Kecerdasan Buatan, Struktur Data","Python, SQL",Cisco CCNA,-,BEM,Penelitian Sosial
Lamar Puspita,IPA,SMAN 1 Majalaya,TIK,5/5/2024,6/20/2024,Selesai,SMA,88,"Kimia, Biologi, Matematika, Fisika, Bahasa Inggris","Excel, UI/UX",Adobe Certified,Magang di Telkom,-,Aplikasi Mobile
Najwa Jailani,Ilmu Komunikasi,Institut Teknologi Nasional Bandung,TIK,4/18/2024,6/13/2024,Selesai,D3,"2,77","Sosiologi Komunikasi, Jurnalistik, Fotografi, Manajemen Media, Komunikasi Massa","Excel, UI/UX",Cisco CCNA,-,Himpunan Mahasiswa,Penelitian Sosial
Julia Latupono,Teknik Sipil,Universitas Bale Bandung,TIK,5/5/2024,6/20/2024,Selesai,D3,"2,84","Statika, Manajemen Konstruksi, Struktur Beton, Mekanika Tanah, Hidrologi","Python, SQL",-,-,BEM,Aplikasi Mobile
Septi Siregar,RPL,SMAN 1 Banjaran,TIK,4/18/2024,6/13/2024,Selesai,SMK,85,"Desain UI/UX, Jaringan Komputer, Pemrograman, Basis Data, PBO","Adobe, UI/UX",-,Magang di Bank BJB,OSIS,Aplikasi Mobile
Salsabila Mulyani,RPL,SMKN 2 Baleendah,TIK,5/5/2024,6/20/2024,Selesai,SMK,79,"Jaringan Komputer, Pemrograman, PBO, Desain UI/UX, Basis Data","AutoCAD, Excel",-,Magang di Diskominfo,BEM,Video Animasi
Okta Prasasta,RPL,SMAN 1 Ciparay,TIK,4/18/2024,6/13/2024,Selesai,SMK,90,"Sistem Operasi, Basis Data, Desain UI/UX, PBO, Pemrograman","Python, SQL",Cisco CCNA,-,BEM,Aplikasi Mobile
Imam Rajasa,Sistem Informasi,Universitas Langlangbuana,TIK,5/5/2024,6/20/2024,Selesai,S1,"3,31","Rekayasa Perangkat Lunak, Basis Data, Manajemen Proyek, Pemrograman, Analisis Sistem","Python, SQL",Adobe Certified,Magang di Telkom,OSIS,-
Sutan Rudi Permadi,Teknik Informatika,Institut Teknologi Nasional Bandung,IKP,4/2/2024,6/2/2024,Selesai,D3,"3,42","Kecerdasan Buatan, Basis Data, Algoritma, Pemrograman Web, Struktur Data","Python, SQL",Cisco CCNA,Magang di Diskominfo,-,-
Ophelia Maheswara,IPA,SMKN 1 Katapang,IKP,4/24/2024,5/20/2024,Selesai,SMA,81,"Biologi, Fisika, Kimia, Informatika, Bahasa Inggris","PHP, Java",Cisco CCNA,Magang di Bank BJB,OSIS,Video Animasi
Fitriani Sudiati,Multimedia,SMKN 2 Baleendah,IKP,4/23/2024,6/11/2024,Selesai,SMK,75,"Fotografi, Desain 3D, Editing Video, Desain Grafis, Animasi","PHP, Java",-,Magang di Diskominfo,OSIS,-
Jamalia Utami,Sistem Informasi,Universitas Langlangbuana,IKP,4/18/2024,6/13/2024,Selesai,S1,"3,6","Analisis Sistem, Manajemen Proyek, Basis Data, Jaringan, Pemrograman","PHP, Java",Microsoft Office Specialist,-,Himpunan Mahasiswa,Website Kampus
Amelia Tamba,IPS,SMKN 1 Katapang,IKP,5/5/2024,6/20/2024,Selesai,SMA,81,"Sejarah, Sosiologi, Bahasa Indonesia, Ekonomi, PPKn","Excel, UI/UX",Microsoft Office Specialist,Magang di Bank BJB,OSIS,Penelitian Sosial
Jaeman Hutasoit,Psikologi,Institut Teknologi Nasional Bandung,IKP,4/18/2024,6/13/2024,Selesai,D3,"2,94","Psikologi Klinis, Teori Kepribadian, Psikologi Pendidikan, Psikologi Sosial, Konseling","Excel, UI/UX",Microsoft Office Specialist,Magang di Diskominfo,Himpunan Mahasiswa,Penelitian Sosial
Damar Wibowo,Psikologi,Universitas Komputer Indonesia,IKP,5/5/2024,6/20/2024,Selesai,D3,"3,8","Konseling, Teori Kepribadian, Psikologi Sosial, Psikologi Klinis, Metodologi Psikologi","AutoCAD, Excel",Cisco CCNA,-,Himpunan Mahasiswa,-
Ika Pertiwi,Multimedia,SMAN 1 Ciparay,IKP,4/2/2024,6/22/2024,Selesai,SMK,95,"Desain Grafis, UI/UX, Fotografi, Animasi, Editing Video","PHP, Java",-,Magang di Bank BJB,-,Penelitian Sosial
Gaman Uwais,RPL,SMKN 2 Baleendah,IKP,4/9/2024,6/21/2024,Selesai,SMK,83,"PBO, Desain UI/UX, Basis Data, Sistem Operasi, Pemrograman","PHP, Java",-,Magang di Telkom,Himpunan Mahasiswa,Website Kampus
Puti Calista Prayoga,Psikologi,Universitas Langlangbuana,IKP,4/15/2024,6/19/2024,Selesai,D3,"3,64","Metodologi Psikologi, Psikologi Klinis, Psikologi Sosial, Psikologi Pendidikan, Teori Kepribadian","PHP, Java",Cisco CCNA,Magang di Telkom,Himpunan Mahasiswa,-
Zahra Zulkarnain,IPS,SMAN 1 Majalaya,PERSANDIAN,4/23/2024,6/18/2024,Selesai,SMA,96,"Ekonomi, Sosiologi, PPKn, Sejarah, Geografi","Excel, UI/UX",-,Magang di Telkom,BEM,Penelitian Sosial
Titin Kusmawati,Sistem Informasi,Institut Teknologi Nasional Bandung,PERSANDIAN,4/17/2024,6/17/2024,Selesai,S1,"2,89","Basis Data, Analisis Sistem, Rekayasa Perangkat Lunak, Jaringan, Manajemen Proyek","Excel, UI/UX",-,Magang di Diskominfo,-,-
Jessica Mayasari,Teknik Informatika,Universitas Komputer Indonesia,PERSANDIAN,5/5/2024,6/25/2024,Selesai,S1,"3,24","Pemrograman Web, Struktur Data, Jaringan Komputer, Algoritma, Basis Data","Excel, UI/UX",Microsoft Office Specialist,Magang di Bank BJB,OSIS,Penelitian Sosial
Najam Simbolon,Teknik Informatika,Universitas Bale Bandung,PERSANDIAN,4/2/2024,6/2/2024,Selesai,S1,"3,01","Kecerdasan Buatan, Jaringan Komputer, Algoritma, Basis Data, Struktur Data","Adobe, UI/UX",-,Magang di Bank BJB,Himpunan Mahasiswa,-
Tasdik Saptono,Teknik Informatika,Politeknik Piksi Ganesha Bandung,PERSANDIAN,4/24/2024,5/20/2024,Selesai,S1,"3,35","Kecerdasan Buatan, Basis Data, Jaringan Komputer, Algoritma, Struktur Data","PHP, Java",Adobe Certified,Magang di Bank BJB,OSIS,-
Bahuwarna Utami,IPS,SMKN 2 Baleendah,PERSANDIAN,4/23/2024,6/11/2024,Selesai,SMA,79,"Ekonomi, PPKn, Bahasa Indonesia, Sejarah, Sosiologi","Excel, UI/UX",Cisco CCNA,-,Himpunan Mahasiswa,-
Puti Nabila Sirait,Psikologi,Politeknik Piksi Ganesha Bandung,PERSANDIAN,4/23/2024,6/11/2024,Selesai,S1,"3,82","Konseling, Metodologi Psikologi, Teori Kepribadian, Psikologi Sosial, Psikologi Pendidikan","AutoCAD, Excel",Adobe Certified,Magang di Diskominfo,OSIS,Penelitian Sosial
Harsana Saragih,Sistem Informasi,Universitas Langlangbuana,PERSANDIAN,4/18/2024,6/13/2024,Selesai,D3,"3,3","Rekayasa Perangkat Lunak, Pemrograman, Manajemen Proyek, Basis Data, Analisis Sistem","PHP, Java",-,Magang di Bank BJB,Himpunan Mahasiswa,Video Animasi
Eman Salahudin,Ilmu Komunikasi,Politeknik Piksi Ganesha Bandung,PERSANDIAN,5/5/2024,6/20/2024,Selesai,S1,"3,64","Jurnalistik, Manajemen Media, Fotografi, Sosiologi Komunikasi, Public Speaking","Excel, UI/UX",Cisco CCNA,Magang di Diskominfo,OSIS,Website Kampus
Surya Firgantoro,Psikologi,Institut Teknologi Nasional Bandung,PERSANDIAN,4/2/2024,6/22/2024,Selesai,D3,"3,53","Psikologi Klinis, Metodologi Psikologi, Konseling, Teori Kepribadian, Psikologi Pendidikan","AutoCAD, Excel",-,Magang di Telkom,OSIS,Website Kampus
Padmi Situmorang,RPL,SMAN 1 Ciparay,APTIKA,4/9/2024,6/21/2024,Selesai,SMK,88,"Sistem Operasi, Pemrograman, Basis Data, PBO, Jaringan Komputer","Excel, UI/UX",Adobe Certified,-,BEM,Website Kampus
Yunita Handayani,Teknik Informatika,Universitas Langlangbuana,APTIKA,4/15/2024,6/19/2024,Selesai,S1,"3,81","Jaringan Komputer, Basis Data, Pemrograman Web, Kecerdasan Buatan, Struktur Data","Python, SQL",Adobe Certified,Magang di Bank BJB,Himpunan Mahasiswa,Website Kampus
Raharja Pangestu,RPL,SMAN 1 Ciparay,APTIKA,4/23/2024,6/18/2024,Selesai,SMK,75,"PBO, Basis Data, Pemrograman, Desain UI/UX, Sistem Operasi","Adobe, UI/UX",-,Magang di Telkom,Himpunan Mahasiswa,Video Animasi
Qori Suwarno,RPL,SMAN 1 Majalaya,APTIKA,4/17/2024,6/17/2024,Selesai,SMK,78,"PBO, Desain UI/UX, Basis Data, Pemrograman, Jaringan Komputer","Adobe, UI/UX",Adobe Certified,-,-,Aplikasi Mobile
Diah Siregar,RPL,SMAN 1 Banjaran,APTIKA,5/5/2024,6/25/2024,Selesai,SMK,87,"Sistem Operasi, Pemrograman, Jaringan Komputer, Desain UI/UX, Basis Data","Python, SQL",Cisco CCNA,Magang di Bank BJB,-,Aplikasi Mobile
Prabawa Pradipta,Teknik Sipil,Universitas Bale Bandung,APTIKA,4/2/2024,6/2/2024,Selesai,S1,"2,87","Gambar Teknik, Manajemen Konstruksi, Hidrologi, Statika, Struktur Beton","PHP, Java",Adobe Certified,-,BEM,-
Ian Ardianto,Teknik Informatika,Politeknik Piksi Ganesha Bandung,APTIKA,4/24/2024,5/20/2024,Selesai,D3,"3,36","Pemrograman Web, Algoritma, Kecerdasan Buatan, Struktur Data, Jaringan Komputer","Excel, UI/UX",-,Magang di Telkom,-,Website Kampus
Qori Simanjuntak,IPA,SMAN 1 Banjaran,APTIKA,4/23/2024,6/11/2024,Selesai,SMA,95,"Fisika, Bahasa Inggris, Matematika, Informatika, Kimia","Python, SQL",-,Magang di Diskominfo,-,Penelitian Sosial
Gada Prayoga,Multimedia,SMAN 1 Ciparay,APTIKA,4/18/2024,6/13/2024,Selesai,SMK,75,"UI/UX, Desain 3D, Fotografi, Editing Video, Animasi","Python, SQL",Adobe Certified,Magang di Telkom,Himpunan Mahasiswa,Website Kampus
Damar Saefullah,Multimedia,SMKN 1 Katapang,APTIKA,5/5/2024,6/20/2024,Selesai,SMK,80,"Editing Video, Desain Grafis, UI/UX, Animasi, Desain 3D","AutoCAD, Excel",Cisco CCNA,Magang di Diskominfo,OSIS,Video Animasi
Wasis Palastri,Ilmu Komunikasi,Politeknik Piksi Ganesha Bandung,SEKRE,4/2/2024,6/22/2024,Selesai,D3,"2,92","Jurnalistik, Sosiologi Komunikasi, Manajemen Media, Fotografi, Komunikasi Massa","Excel, UI/UX",-,Magang di Bank BJB,OSIS,Aplikasi Mobile
Maman Kuswandari,Multimedia,SMAN 1 Banjaran,SEKRE,4/9/2024,6/21/2024,Selesai,SMK,75,"Editing Video, Desain 3D, Animasi, Desain Grafis, Fotografi","AutoCAD, Excel",-,Magang di Telkom,OSIS,Aplikasi Mobile
Rangga Andriani,IPA,SMAN 1 Banjaran,SEKRE,4/15/2024,6/19/2024,Selesai,SMA,82,"Bahasa Inggris, Kimia, Informatika, Biologi, Fisika","Adobe, UI/UX",-,-,BEM,Website Kampus
Hani Nasyiah,Ilmu Komunikasi,Institut Teknologi Nasional Bandung,SEKRE,4/23/2024,6/18/2024,Selesai,S1,"2,94","Jurnalistik, Komunikasi Massa, Public Speaking, Sosiologi Komunikasi, Manajemen Media","PHP, Java",Adobe Certified,Magang di Bank BJB,BEM,Penelitian Sosial
Jais Sinaga,Teknik Informatika,Institut Teknologi Nasional Bandung,SEKRE,4/17/2024,6/17/2024,Selesai,D3,"3,74","Basis Data, Kecerdasan Buatan, Jaringan Komputer, Algoritma, Pemrograman Web","Adobe, UI/UX",Cisco CCNA,-,-,Aplikasi Mobile
Mujur Sirait,IPS,SMAN 1 Majalaya,SEKRE,5/5/2024,6/25/2024,Selesai,SMA,78,"Ekonomi, Geografi, PPKn, Bahasa Indonesia, Sejarah","PHP, Java",Cisco CCNA,-,BEM,Aplikasi Mobile
Jamal Padmasari,IPA,SMKN 2 Baleendah,SEKRE,4/2/2024,6/2/2024,Selesai,SMA,78,"Fisika, Matematika, Informatika, Biologi, Bahasa Inggris","Python, SQL",-,Magang di Telkom,OSIS,Aplikasi Mobile
Jumadi Rahimah,IPS,SMKN 1 Katapang,SEKRE,4/17/2024,6/17/2024,Selesai,SMA,97,"Bahasa Indonesia, Sosiologi, Geografi, PPKn, Ekonomi","AutoCAD, Excel",-,Magang di Bank BJB,-,Penelitian Sosial
Zulfa Lailasari,Ilmu Komunikasi,Universitas Komputer Indonesia,SEKRE,5/5/2024,6/25/2024,Selesai,D3,"3,64","Komunikasi Massa, Manajemen Media, Jurnalistik, Public Speaking, Sosiologi Komunikasi","Adobe, UI/UX",Cisco CCNA,Magang di Diskominfo,BEM,-
Karja Usada,Sistem Informasi,Universitas Komputer Indonesia,SEKRE,4/2/2024,6/2/2024,Selesai,S1,"2,9","Basis Data, Jaringan, Manajemen Proyek, Analisis Sistem, Pemrograman","PHP, Java",-,-,BEM,Website Kampus
Ellis Anggriawan,RPL,SMAN 1 Ciparay,STATISTIK,4/23/2024,6/11/2024,Selesai,SMK,91,"PBO, Basis Data, Desain UI/UX, Sistem Operasi, Pemrograman","Python, SQL",Microsoft Office Specialist,-,Himpunan Mahasiswa,Aplikasi Mobile
Nyoman Simbolon,Teknik Informatika,Institut Teknologi Nasional Bandung,STATISTIK,4/18/2024,6/13/2024,Selesai,D3,"3,75","Struktur Data, Basis Data, Jaringan Komputer, Pemrograman Web, Kecerdasan Buatan","Adobe, UI/UX",Microsoft Office Specialist,Magang di Bank BJB,OSIS,Aplikasi Mobile
Warji Yuliarti,Multimedia,SMAN 1 Banjaran,STATISTIK,5/5/2024,6/20/2024,Selesai,SMK,92,"UI/UX, Animasi, Editing Video, Desain 3D, Desain Grafis","Excel, UI/UX",-,-,BEM,Website Kampus
Opung Setiawan,Teknik Informatika,Politeknik Piksi Ganesha Bandung,STATISTIK,4/2/2024,6/22/2024,Selesai,D3,"3,12","Jaringan Komputer, Basis Data, Kecerdasan Buatan, Struktur Data, Pemrograman Web","AutoCAD, Excel",Microsoft Office Specialist,-,OSIS,Website Kampus
Dalimin Samosir,Multimedia,SMAN 1 Majalaya,STATISTIK,4/9/2024,6/21/2024,Selesai,SMK,84,"Editing Video, Fotografi, UI/UX, Desain 3D, Desain Grafis","Excel, UI/UX",Microsoft Office Specialist,Magang di Telkom,OSIS,Website Kampus
Jasmin Kuswandari,Multimedia,SMAN 1 Banjaran,STATISTIK,4/15/2024,6/19/2024,Selesai,SMK,93,"Fotografi, Desain 3D, UI/UX, Animasi, Editing Video","Excel, UI/UX",Cisco CCNA,Magang di Telkom,Himpunan Mahasiswa,Penelitian Sosial
Uchita Sihombing,IPA,SMAN 1 Banjaran,STATISTIK,4/23/2024,6/18/2024,Selesai,SMA,78,"Informatika, Kimia, Matematika, Bahasa Inggris, Fisika","Excel, UI/UX",Cisco CCNA,Magang di Bank BJB,Himpunan Mahasiswa,Aplikasi Mobile
Taufan Nashiruddin,Psikologi,Institut Teknologi Nasional Bandung,STATISTIK,4/17/2024,6/17/2024,Selesai,S1,"3,02","Psikologi Sosial, Metodologi Psikologi, Psikologi Pendidikan, Konseling, Psikologi Klinis","Excel, UI/UX",-,Magang di Diskominfo,OSIS,-
Ibrahim Usamah,Teknik Informatika,Universitas Komputer Indonesia,STATISTIK,5/5/2024,6/25/2024,Selesai,S1,"3,25","Jaringan Komputer, Algoritma, Kecerdasan Buatan, Struktur Data, Basis Data","Python, SQL",Microsoft Office Specialist,Magang di Bank BJB,BEM,Website Kampus
Sadina Natsir,Teknik Informatika,Politeknik Piksi Ganesha Bandung,STATISTIK,4/2/2024,6/2/2024,Selesai,D3,"3,44","Struktur Data, Jaringan Komputer, Basis Data, Pemrograman Web, Kecerdasan Buatan","PHP, Java",-,Magang di Telkom,OSIS,Video Animasi
Soleh Pratiwi,Teknik Sipil,Universitas Langlangbuana,TIK,7/11/2024,9/19/2024,Selesai,S1,"3,61","Manajemen Konstruksi, Gambar Teknik, Hidrologi, Mekanika Tanah, Statika","Excel, UI/UX",Adobe Certified,Magang di Telkom,BEM,Penelitian Sosial
Imam Palastri,Teknik Sipil,Universitas Bale Bandung,TIK,7/2/2024,9/21/2024,Selesai,S1,"3,29","Mekanika Tanah, Struktur Beton, Gambar Teknik, Hidrologi, Statika","Python, SQL",-,Magang di Diskominfo,-,Video Animasi
Jefri Siregar,Teknik Sipil,Universitas Bale Bandung,TIK,8/5/2024,9/18/2024,Selesai,S1,"2,81","Manajemen Konstruksi, Mekanika Tanah, Gambar Teknik, Hidrologi, Statika","Python, SQL",Microsoft Office Specialist,Magang di Diskominfo,-,Aplikasi Mobile
Tomi Hariyah,Teknik Informatika,Universitas Komputer Indonesia,TIK,8/1/2024,9/17/2024,Selesai,D3,"3,38","Basis Data, Algoritma, Struktur Data, Jaringan Komputer, Kecerdasan Buatan","PHP, Java",Microsoft Office Specialist,Magang di Bank BJB,Himpunan Mahasiswa,Website Kampus
Tasdik Natsir,RPL,SMAN 1 Majalaya,TIK,7/5/2024,9/12/2024,Selesai,SMK,77,"Basis Data, Pemrograman, Desain UI/UX, Jaringan Komputer, PBO","Adobe, UI/UX",Adobe Certified,Magang di Bank BJB,OSIS,Website Kampus
"Darimin Dongoran,",Ilmu Komunikasi,Universitas Langlangbuana,TIK,7/11/2024,9/11/2024,Selesai,D3,"3,71","Fotografi, Komunikasi Massa, Manajemen Media, Public Speaking, Sosiologi Komunikasi","Excel, UI/UX",-,-,OSIS,Penelitian Sosial
Laras Hidayat,IPS,SMKN 1 Katapang,TIK,7/14/2024,9/25/2024,Selesai,SMA,78,"Ekonomi, PPKn, Geografi, Sosiologi, Sejarah","Python, SQL",-,-,OSIS,Penelitian Sosial
Teddy Utami,IPA,SMKN 1 Katapang,TIK,7/15/2024,9/23/2024,Selesai,SMA,96,"Fisika, Matematika, Kimia, Bahasa Inggris, Biologi","PHP, Java",-,-,BEM,Video Animasi
Rahmi Prasasta,Multimedia,SMAN 1 Ciparay,TIK,7/2/2024,9/21/2024,Selesai,SMK,95,"Fotografi, Editing Video, Desain Grafis, UI/UX, Animasi","AutoCAD, Excel",Microsoft Office Specialist,-,OSIS,-
Alika Purwanti,Ilmu Komunikasi,Universitas Bale Bandung,TIK,7/5/2024,9/14/2024,Selesai,S1,"3,1","Sosiologi Komunikasi, Public Speaking, Manajemen Media, Komunikasi Massa, Fotografi","Excel, UI/UX",-,Magang di Diskominfo,OSIS,Penelitian Sosial
Oman Dongoran,Teknik Informatika,Universitas Langlangbuana,IKP,7/11/2024,9/19/2024,Selesai,D3,"3,55","Basis Data, Jaringan Komputer, Kecerdasan Buatan, Algoritma, Struktur Data","PHP, Java",-,Magang di Diskominfo,Himpunan Mahasiswa,-
Dinda Pranowo,Psikologi,Universitas Langlangbuana,IKP,7/2/2024,9/21/2024,Selesai,D3,"3,69","Psikologi Pendidikan, Metodologi Psikologi, Teori Kepribadian, Psikologi Klinis, Psikologi Sosial","Excel, UI/UX",Adobe Certified,Magang di Diskominfo,Himpunan Mahasiswa,Website Kampus
Ida Wacana,RPL,SMKN 2 Baleendah,IKP,8/5/2024,9/18/2024,Selesai,SMK,76,"Sistem Operasi, Desain UI/UX, Basis Data, Jaringan Komputer, PBO","Python, SQL",Adobe Certified,Magang di Diskominfo,Himpunan Mahasiswa,Penelitian Sosial
Soleh Napitupulu,IPS,SMAN 1 Ciparay,IKP,8/1/2024,9/17/2024,Selesai,SMA,80,"Sejarah, Geografi, PPKn, Bahasa Indonesia, Ekonomi","Excel, UI/UX",-,Magang di Telkom,Himpunan Mahasiswa,Video Animasi
Budi Utama,IPA,SMKN 1 Katapang,IKP,7/5/2024,9/12/2024,Selesai,SMA,75,"Bahasa Inggris, Matematika, Informatika, Fisika, Biologi","Excel, UI/UX",Microsoft Office Specialist,Magang di Bank BJB,-,Penelitian Sosial
Kamila Saptono,Sistem Informasi,Politeknik Piksi Ganesha Bandung,IKP,7/11/2024,9/11/2024,Selesai,S1,"3,37","Analisis Sistem, Rekayasa Perangkat Lunak, Manajemen Proyek, Pemrograman, Basis Data","Excel, UI/UX",Adobe Certified,Magang di Telkom,OSIS,Penelitian Sosial
Jane Palastri,RPL,SMAN 1 Majalaya,IKP,7/14/2024,9/25/2024,Selesai,SMK,96,"Pemrograman, Basis Data, Sistem Operasi, Desain UI/UX, Jaringan Komputer","Python, SQL",-,Magang di Diskominfo,-,Aplikasi Mobile
Olivia Agustina,IPS,SMAN 1 Majalaya,IKP,7/15/2024,9/23/2024,Selesai,SMA,98,"PPKn, Sejarah, Ekonomi, Bahasa Indonesia, Geografi","AutoCAD, Excel",-,Magang di Diskominfo,BEM,-
Olivia Prastuti,RPL,SMKN 1 Katapang,IKP,7/2/2024,9/21/2024,Selesai,SMK,77,"Desain UI/UX, Pemrograman, Sistem Operasi, Basis Data, PBO","PHP, Java",Microsoft Office Specialist,-,OSIS,Aplikasi Mobile
Dimas Widiastuti,IPA,SMAN 1 Banjaran,IKP,7/5/2024,9/14/2024,Selesai,SMA,78,"Informatika, Biologi, Matematika, Fisika, Bahasa Inggris","PHP, Java",-,-,Himpunan Mahasiswa,Penelitian Sosial
Cici Ardianto,IPA,SMAN 1 Majalaya,PERSANDIAN,7/11/2024,9/19/2024,Selesai,SMA,80,"Kimia, Biologi, Fisika, Bahasa Inggris, Informatika","Python, SQL",Adobe Certified,Magang di Diskominfo,BEM,Penelitian Sosial
Kasusra Mandala,RPL,SMAN 1 Majalaya,PERSANDIAN,7/2/2024,9/21/2024,Selesai,SMK,94,"Desain UI/UX, Jaringan Komputer, PBO, Basis Data, Pemrograman","Excel, UI/UX",Cisco CCNA,Magang di Telkom,-,Website Kampus
Devi Dabukke,Teknik Sipil,Universitas Langlangbuana,PERSANDIAN,8/5/2024,9/18/2024,Selesai,S1,3,"Mekanika Tanah, Struktur Beton, Statika, Manajemen Konstruksi, Gambar Teknik","PHP, Java",-,-,BEM,Penelitian Sosial
Emong Prakasa,Sistem Informasi,Universitas Langlangbuana,PERSANDIAN,8/1/2024,9/17/2024,Selesai,S1,"3,5","Basis Data, Analisis Sistem, Manajemen Proyek, Rekayasa Perangkat Lunak, Pemrograman","Python, SQL",Microsoft Office Specialist,Magang di Bank BJB,OSIS,Penelitian Sosial
Irsad Natsir,Sistem Informasi,Universitas Langlangbuana,PERSANDIAN,7/5/2024,9/12/2024,Selesai,S1,"3,66","Basis Data, Analisis Sistem, Jaringan, Rekayasa Perangkat Lunak, Manajemen Proyek","AutoCAD, Excel",-,Magang di Diskominfo,-,Website Kampus
Intan Utama,Psikologi,Universitas Langlangbuana,PERSANDIAN,7/11/2024,9/11/2024,Selesai,S1,"2,88","Psikologi Sosial, Psikologi Pendidikan, Teori Kepribadian, Konseling, Metodologi Psikologi","Excel, UI/UX",-,Magang di Telkom,Himpunan Mahasiswa,Video Animasi
Mumpuni Simanjuntak,RPL,SMAN 1 Majalaya,PERSANDIAN,7/14/2024,9/25/2024,Selesai,SMK,77,"Sistem Operasi, Desain UI/UX, Jaringan Komputer, Basis Data, Pemrograman","PHP, Java",Cisco CCNA,Magang di Telkom,OSIS,Aplikasi Mobile
Rafid Laksita,Teknik Sipil,Universitas Bale Bandung,PERSANDIAN,7/15/2024,9/23/2024,Selesai,D3/S1,"3,06","Manajemen Konstruksi, Gambar Teknik, Statika, Hidrologi, Mekanika Tanah","Python, SQL",-,Magang di Telkom,BEM,Video Animasi
Jayadi Narpati,RPL,SMKN 1 Katapang,PERSANDIAN,7/2/2024,9/21/2024,Selesai,SMK,97,"Jaringan Komputer, Sistem Operasi, Pemrograman, Desain UI/UX, PBO","Excel, UI/UX",Microsoft Office Specialist,Magang di Bank BJB,Himpunan Mahasiswa,-
